"","DBN","School Name","Grade","Year","Demographic Category","Demographic Variable","# Total Days","# Days Absent","# Days Present","% Attendance","# Contributing 20+ Total Days","# Chronically Absent","% Chronically Absent","district_75"
"188","07X001","P.S. 001 Courtlandt School","0K","2014-15","Ethnicity","Black",4488,"s","s","s","s","s","s",0
"189","07X001","P.S. 001 Courtlandt School","0K","2014-15","Ethnicity","Hispanic",15404,"1900","13504","87.7","92","46","50.0",0
"190","07X001","P.S. 001 Courtlandt School","0K","2014-15","Ethnicity","White",268,"s","s","s","s","s","s",0
"191","07X001","P.S. 001 Courtlandt School","0K","2015-16","Ethnicity","Black",4827,"760","4067","84.3","30","17","56.7",0
"192","07X001","P.S. 001 Courtlandt School","0K","2015-16","Ethnicity","Hispanic",14349,"1418","12931","90.1","85","37","43.5",0
"193","07X001","P.S. 001 Courtlandt School","0K","2015-16","Ethnicity","Other",178,"s","s","s","s","s","s",0
"194","07X001","P.S. 001 Courtlandt School","0K","2015-16","Ethnicity","White",339,"s","s","s","s","s","s",0
"195","07X001","P.S. 001 Courtlandt School","0K","2016-17","Ethnicity","Black",5167,"808","4359","84.4","35","20","57.1",0
"196","07X001","P.S. 001 Courtlandt School","0K","2016-17","Ethnicity","Hispanic",11999,"1295","10704","89.2","74","35","47.3",0
"197","07X001","P.S. 001 Courtlandt School","0K","2017-18","Ethnicity","Asian",171,"s","s","s","s","s","s",0
"198","07X001","P.S. 001 Courtlandt School","0K","2017-18","Ethnicity","Black",4653,"537","4116","88.5","29","14","48.3",0
"199","07X001","P.S. 001 Courtlandt School","0K","2017-18","Ethnicity","Hispanic",12400,"1660","10740","86.6","78","48","61.5",0
"200","07X001","P.S. 001 Courtlandt School","0K","2017-18","Ethnicity","White",654,"s","s","s","s","s","s",0
"201","07X001","P.S. 001 Courtlandt School","0K","2018-19","Ethnicity","Black",3621,"s","s","s","s","s","s",0
"202","07X001","P.S. 001 Courtlandt School","0K","2018-19","Ethnicity","Hispanic",11734,"1377","10357","88.3","70","33","47.1",0
"203","07X001","P.S. 001 Courtlandt School","0K","2018-19","Ethnicity","White",177,"s","s","s","s","s","s",0
"204","07X001","P.S. 001 Courtlandt School","1","2013-14","Ethnicity","Asian",180,"s","s","s","s","s","s",0
"205","07X001","P.S. 001 Courtlandt School","1","2013-14","Ethnicity","Black",4027,"354","3673","91.2","24","9","37.5",0
"206","07X001","P.S. 001 Courtlandt School","1","2013-14","Ethnicity","Hispanic",16260,"1469","14791","91.0","96","36","37.5",0
"207","07X001","P.S. 001 Courtlandt School","1","2013-14","Ethnicity","White",720,"s","s","s","s","s","s",0
"208","07X001","P.S. 001 Courtlandt School","1","2014-15","Ethnicity","Asian",91,"s","s","s","s","s","s",0
"209","07X001","P.S. 001 Courtlandt School","1","2014-15","Ethnicity","Black",5364,"631","4733","88.2","33","17","51.5",0
"210","07X001","P.S. 001 Courtlandt School","1","2014-15","Ethnicity","Hispanic",14741,"1534","13207","89.6","87","33","37.9",0
"211","07X001","P.S. 001 Courtlandt School","1","2014-15","Ethnicity","White",544,"s","s","s","s","s","s",0
"212","07X001","P.S. 001 Courtlandt School","1","2015-16","Ethnicity","Black",4120,"s","s","s","s","s","s",0
"213","07X001","P.S. 001 Courtlandt School","1","2015-16","Ethnicity","Hispanic",14643,"1455","13188","90.1","87","36","41.4",0
"214","07X001","P.S. 001 Courtlandt School","1","2015-16","Ethnicity","White",178,"s","s","s","s","s","s",0
"215","07X001","P.S. 001 Courtlandt School","1","2016-17","Ethnicity","Black",4592,"542","4050","88.2","27","12","44.4",0
"216","07X001","P.S. 001 Courtlandt School","1","2016-17","Ethnicity","Hispanic",14392,"1493","12899","89.6","87","33","37.9",0
"217","07X001","P.S. 001 Courtlandt School","1","2016-17","Ethnicity","Other",2,"s","s","s","s","s","s",0
"218","07X001","P.S. 001 Courtlandt School","1","2016-17","Ethnicity","White",11,"s","s","s","s","s","s",0
"219","07X001","P.S. 001 Courtlandt School","1","2017-18","Ethnicity","Black",5076,"s","s","s","s","s","s",0
"220","07X001","P.S. 001 Courtlandt School","1","2017-18","Ethnicity","Hispanic",13582,"1268","12314","90.7","80","33","41.3",0
"221","07X001","P.S. 001 Courtlandt School","1","2017-18","Ethnicity","Other",89,"s","s","s","s","s","s",0
"222","07X001","P.S. 001 Courtlandt School","1","2018-19","Ethnicity","Black",4510,"507","4003","88.8","30","15","50.0",0
"223","07X001","P.S. 001 Courtlandt School","1","2018-19","Ethnicity","Hispanic",11855,"1166","10689","90.2","70","32","45.7",0
"224","07X001","P.S. 001 Courtlandt School","1","2018-19","Ethnicity","Other",178,"s","s","s","s","s","s",0
"225","07X001","P.S. 001 Courtlandt School","1","2018-19","Ethnicity","White",534,"s","s","s","s","s","s",0
"226","07X001","P.S. 001 Courtlandt School","2","2013-14","Ethnicity","Black",4552,"306","4246","93.3","27","4","14.8",0
"227","07X001","P.S. 001 Courtlandt School","2","2013-14","Ethnicity","Hispanic",16631,"1357","15274","91.8","94","27","28.7",0
"228","07X001","P.S. 001 Courtlandt School","2","2013-14","Ethnicity","Other",360,"s","s","s","s","s","s",0
"229","07X001","P.S. 001 Courtlandt School","2","2013-14","Ethnicity","White",304,"s","s","s","s","s","s",0
"230","07X001","P.S. 001 Courtlandt School","2","2014-15","Ethnicity","Black",3712,"s","s","s","s","s","s",0
"231","07X001","P.S. 001 Courtlandt School","2","2014-15","Ethnicity","Hispanic",15773,"1221","14552","92.3","90","25","27.8",0
"232","07X001","P.S. 001 Courtlandt School","2","2014-15","Ethnicity","White",546,"s","s","s","s","s","s",0
"233","07X001","P.S. 001 Courtlandt School","2","2015-16","Ethnicity","Asian",178,"s","s","s","s","s","s",0
"234","07X001","P.S. 001 Courtlandt School","2","2015-16","Ethnicity","Black",4725,"408","4317","91.4","28","13","46.4",0
"235","07X001","P.S. 001 Courtlandt School","2","2015-16","Ethnicity","Hispanic",13571,"1234","12337","90.9","81","28","34.6",0
"236","07X001","P.S. 001 Courtlandt School","2","2015-16","Ethnicity","White",534,"s","s","s","s","s","s",0
"237","07X001","P.S. 001 Courtlandt School","2","2016-17","Ethnicity","Black",2878,"s","s","s","s","s","s",0
"238","07X001","P.S. 001 Courtlandt School","2","2016-17","Ethnicity","Hispanic",12889,"1018","11871","92.1","77","20","26.0",0
"239","07X001","P.S. 001 Courtlandt School","2","2016-17","Ethnicity","White",177,"s","s","s","s","s","s",0
"240","07X001","P.S. 001 Courtlandt School","2","2017-18","Ethnicity","Black",4499,"711","3788","84.2","28","15","53.6",0
"241","07X001","P.S. 001 Courtlandt School","2","2017-18","Ethnicity","Hispanic",12819,"1247","11572","90.3","74","30","40.5",0
"242","07X001","P.S. 001 Courtlandt School","2","2018-19","Ethnicity","Black",3709,"426","3283","88.5","23","10","43.5",0
"243","07X001","P.S. 001 Courtlandt School","2","2018-19","Ethnicity","Hispanic",12248,"1072","11176","91.2","72","26","36.1",0
"244","07X001","P.S. 001 Courtlandt School","3","2013-14","Ethnicity","Asian",180,"s","s","s","s","s","s",0
"245","07X001","P.S. 001 Courtlandt School","3","2013-14","Ethnicity","Black",4406,"259","4147","94.1","25","3","12.0",0
"246","07X001","P.S. 001 Courtlandt School","3","2013-14","Ethnicity","Hispanic",15210,"1064","14146","93.0","89","24","27.0",0
"247","07X001","P.S. 001 Courtlandt School","3","2013-14","Ethnicity","Other",180,"s","s","s","s","s","s",0
"248","07X001","P.S. 001 Courtlandt School","3","2013-14","Ethnicity","White",180,"s","s","s","s","s","s",0
"249","07X001","P.S. 001 Courtlandt School","3","2014-15","Ethnicity","Black",4277,"275","4002","93.6","24","5","20.8",0
"250","07X001","P.S. 001 Courtlandt School","3","2014-15","Ethnicity","Hispanic",15695,"1198","14497","92.4","91","28","30.8",0
"251","07X001","P.S. 001 Courtlandt School","3","2014-15","Ethnicity","Other",340,"s","s","s","s","s","s",0
"252","07X001","P.S. 001 Courtlandt School","3","2014-15","Ethnicity","White",726,"s","s","s","s","s","s",0
"253","07X001","P.S. 001 Courtlandt School","3","2015-16","Ethnicity","Black",2889,"s","s","s","s","s","s",0
"254","07X001","P.S. 001 Courtlandt School","3","2015-16","Ethnicity","Hispanic",14315,"1081","13234","92.4","82","27","32.9",0
"255","07X001","P.S. 001 Courtlandt School","3","2015-16","Ethnicity","White",606,"s","s","s","s","s","s",0
"256","07X001","P.S. 001 Courtlandt School","3","2016-17","Ethnicity","Asian",176,"s","s","s","s","s","s",0
"257","07X001","P.S. 001 Courtlandt School","3","2016-17","Ethnicity","Black",3484,"300","3184","91.4","20","7","35.0",0
"258","07X001","P.S. 001 Courtlandt School","3","2016-17","Ethnicity","Hispanic",13047,"1192","11855","90.9","81","26","32.1",0
"259","07X001","P.S. 001 Courtlandt School","3","2016-17","Ethnicity","White",528,"s","s","s","s","s","s",0
"260","07X001","P.S. 001 Courtlandt School","3","2017-18","Ethnicity","Black",3494,"s","s","s","s","s","s",0
"261","07X001","P.S. 001 Courtlandt School","3","2017-18","Ethnicity","Hispanic",13505,"1201","12304","91.1","79","26","32.9",0
"262","07X001","P.S. 001 Courtlandt School","3","2017-18","Ethnicity","White",178,"s","s","s","s","s","s",0
"263","07X001","P.S. 001 Courtlandt School","3","2018-19","Ethnicity","Black",4469,"690","3779","84.6","28","14","50.0",0
"264","07X001","P.S. 001 Courtlandt School","3","2018-19","Ethnicity","Hispanic",12659,"953","11706","92.5","75","21","28.0",0
"265","07X001","P.S. 001 Courtlandt School","3","2018-19","Ethnicity","Other",85,"s","s","s","s","s","s",0
"266","07X001","P.S. 001 Courtlandt School","3","2018-19","Ethnicity","White",49,"s","s","s","s","s","s",0
"267","07X001","P.S. 001 Courtlandt School","4","2013-14","Ethnicity","Asian",124,"s","s","s","s","s","s",0
"268","07X001","P.S. 001 Courtlandt School","4","2013-14","Ethnicity","Black",4282,"284","3998","93.4","26","7","26.9",0
"269","07X001","P.S. 001 Courtlandt School","4","2013-14","Ethnicity","Hispanic",13850,"756","13094","94.5","80","13","16.3",0
"270","07X001","P.S. 001 Courtlandt School","4","2013-14","Ethnicity","Other",180,"s","s","s","s","s","s",0
"271","07X001","P.S. 001 Courtlandt School","4","2013-14","Ethnicity","White",900,"s","s","s","s","s","s",0
"272","07X001","P.S. 001 Courtlandt School","4","2014-15","Ethnicity","Asian",363,"s","s","s","s","s","s",0
"273","07X001","P.S. 001 Courtlandt School","4","2014-15","Ethnicity","Black",5020,"314","4706","93.7","28","5","17.9",0
"274","07X001","P.S. 001 Courtlandt School","4","2014-15","Ethnicity","Hispanic",15095,"1046","14049","93.1","85","20","23.5",0
"275","07X001","P.S. 001 Courtlandt School","4","2014-15","Ethnicity","Other",182,"s","s","s","s","s","s",0
"276","07X001","P.S. 001 Courtlandt School","4","2014-15","Ethnicity","White",364,"s","s","s","s","s","s",0
"277","07X001","P.S. 001 Courtlandt School","4","2015-16","Ethnicity","Black",3656,"256","3400","93.0","22","5","22.7",0
"278","07X001","P.S. 001 Courtlandt School","4","2015-16","Ethnicity","Hispanic",14030,"925","13105","93.4","82","19","23.2",0
"279","07X001","P.S. 001 Courtlandt School","4","2015-16","Ethnicity","Other",299,"s","s","s","s","s","s",0
"280","07X001","P.S. 001 Courtlandt School","4","2015-16","Ethnicity","White",813,"s","s","s","s","s","s",0
"281","07X001","P.S. 001 Courtlandt School","4","2016-17","Ethnicity","Black",3319,"s","s","s","s","s","s",0
"282","07X001","P.S. 001 Courtlandt School","4","2016-17","Ethnicity","Hispanic",13396,"992","12404","92.6","82","19","23.2",0
"283","07X001","P.S. 001 Courtlandt School","4","2016-17","Ethnicity","White",704,"s","s","s","s","s","s",0
"284","07X001","P.S. 001 Courtlandt School","4","2017-18","Ethnicity","Asian",178,"s","s","s","s","s","s",0
"285","07X001","P.S. 001 Courtlandt School","4","2017-18","Ethnicity","Black",3087,"260","2827","91.6","18","6","33.3",0
"286","07X001","P.S. 001 Courtlandt School","4","2017-18","Ethnicity","Hispanic",14466,"1396","13070","90.3","87","32","36.8",0
"287","07X001","P.S. 001 Courtlandt School","4","2017-18","Ethnicity","White",178,"s","s","s","s","s","s",0
"288","07X001","P.S. 001 Courtlandt School","4","2018-19","Ethnicity","Asian",178,"s","s","s","s","s","s",0
"289","07X001","P.S. 001 Courtlandt School","4","2018-19","Ethnicity","Black",4156,"587","3569","85.9","26","17","65.4",0
"290","07X001","P.S. 001 Courtlandt School","4","2018-19","Ethnicity","Hispanic",13529,"1002","12527","92.6","81","25","30.9",0
"291","07X001","P.S. 001 Courtlandt School","4","2018-19","Ethnicity","White",148,"s","s","s","s","s","s",0
"292","07X001","P.S. 001 Courtlandt School","5","2013-14","Ethnicity","Asian",180,"s","s","s","s","s","s",0
"293","07X001","P.S. 001 Courtlandt School","5","2013-14","Ethnicity","Black",4007,"299","3708","92.5","23","5","21.7",0
"294","07X001","P.S. 001 Courtlandt School","5","2013-14","Ethnicity","Hispanic",13340,"778","12562","94.2","78","15","19.2",0
"295","07X001","P.S. 001 Courtlandt School","5","2013-14","Ethnicity","Other",331,"s","s","s","s","s","s",0
"296","07X001","P.S. 001 Courtlandt School","5","2013-14","Ethnicity","White",360,"s","s","s","s","s","s",0
"297","07X001","P.S. 001 Courtlandt School","5","2014-15","Ethnicity","Asian",182,"s","s","s","s","s","s",0
"298","07X001","P.S. 001 Courtlandt School","5","2014-15","Ethnicity","Black",4135,"267","3868","93.5","23","7","30.4",0
"299","07X001","P.S. 001 Courtlandt School","5","2014-15","Ethnicity","Hispanic",13836,"679","13157","95.1","78","13","16.7",0
"300","07X001","P.S. 001 Courtlandt School","5","2014-15","Ethnicity","White",729,"s","s","s","s","s","s",0
"301","07X001","P.S. 001 Courtlandt School","5","2015-16","Ethnicity","Asian",356,"s","s","s","s","s","s",0
"302","07X001","P.S. 001 Courtlandt School","5","2015-16","Ethnicity","Black",5231,"365","4866","93.0","31","9","29.0",0
"303","07X001","P.S. 001 Courtlandt School","5","2015-16","Ethnicity","Hispanic",14628,"913","13715","93.8","85","22","25.9",0
"304","07X001","P.S. 001 Courtlandt School","5","2015-16","Ethnicity","Other",178,"s","s","s","s","s","s",0
"305","07X001","P.S. 001 Courtlandt School","5","2015-16","Ethnicity","White",356,"s","s","s","s","s","s",0
"306","07X001","P.S. 001 Courtlandt School","5","2016-17","Ethnicity","Black",3355,"273","3082","91.9","19","5","26.3",0
"307","07X001","P.S. 001 Courtlandt School","5","2016-17","Ethnicity","Hispanic",13085,"1057","12028","91.9","78","26","33.3",0
"308","07X001","P.S. 001 Courtlandt School","5","2016-17","Ethnicity","Other",305,"s","s","s","s","s","s",0
"309","07X001","P.S. 001 Courtlandt School","5","2016-17","Ethnicity","White",704,"s","s","s","s","s","s",0
"310","07X001","P.S. 001 Courtlandt School","5","2017-18","Ethnicity","Black",3387,"s","s","s","s","s","s",0
"311","07X001","P.S. 001 Courtlandt School","5","2017-18","Ethnicity","Hispanic",13247,"985","12262","92.6","78","21","26.9",0
"312","07X001","P.S. 001 Courtlandt School","5","2017-18","Ethnicity","White",712,"s","s","s","s","s","s",0
"313","07X001","P.S. 001 Courtlandt School","5","2018-19","Ethnicity","Asian",355,"s","s","s","s","s","s",0
"314","07X001","P.S. 001 Courtlandt School","5","2018-19","Ethnicity","Black",3094,"289","2805","90.7","20","9","45.0",0
"315","07X001","P.S. 001 Courtlandt School","5","2018-19","Ethnicity","Hispanic",12571,"1181","11390","90.6","76","28","36.8",0
"316","07X001","P.S. 001 Courtlandt School","5","2018-19","Ethnicity","White",178,"s","s","s","s","s","s",0
"317","07X001","P.S. 001 Courtlandt School","6","2017-18","Ethnicity","Hispanic",338,"s","s","s","s","s","s",0
"318","07X001","P.S. 001 Courtlandt School","7","2013-14","Ethnicity","Hispanic",31,"s","s","s","s","s","s",0
"319","07X001","P.S. 001 Courtlandt School","All Grades","2013-14","Gender","Female",61703,"5113","56590","91.7","364","113","31.0",0
"320","07X001","P.S. 001 Courtlandt School","All Grades","2013-14","Gender","Male",63639,"5404","58235","91.5","376","123","32.7",0
"321","07X001","P.S. 001 Courtlandt School","All Grades","2014-15","Gender","Female",63086,"5144","57942","91.8","365","112","30.7",0
"322","07X001","P.S. 001 Courtlandt School","All Grades","2014-15","Gender","Male",64865,"5896","58969","90.9","381","141","37.0",0
"323","07X001","P.S. 001 Courtlandt School","All Grades","2015-16","Gender","Female",59809,"4866","54943","91.9","353","114","32.3",0
"324","07X001","P.S. 001 Courtlandt School","All Grades","2015-16","Gender","Male",61274,"5638","55636","90.8","363","143","39.4",0
"325","07X001","P.S. 001 Courtlandt School","All Grades","2016-17","Gender","Female",54425,"4625","49800","91.5","327","101","30.9",0
"326","07X001","P.S. 001 Courtlandt School","All Grades","2016-17","Gender","Male",55962,"5670","50292","89.9","344","137","39.8",0
"327","07X001","P.S. 001 Courtlandt School","All Grades","2017-18","Gender","Female",57656,"5712","51944","90.1","349","138","39.5",0
"328","07X001","P.S. 001 Courtlandt School","All Grades","2017-18","Gender","Male",60473,"6656","53817","89.0","361","164","45.4",0
"329","07X001","P.S. 001 Courtlandt School","All Grades","2018-19","Gender","Female",57958,"5798","52160","90.0","348","146","42.0",0
"330","07X001","P.S. 001 Courtlandt School","All Grades","2018-19","Gender","Male",58640,"6434","52206","89.0","359","164","45.7",0
"331","07X001","P.S. 001 Courtlandt School","PK in K-12 Schools","2013-14","Gender","Female",3051,"s","s","s","s","s","s",0
"332","07X001","P.S. 001 Courtlandt School","PK in K-12 Schools","2013-14","Gender","Male",2759,"s","s","s","s","s","s",0
"333","07X001","P.S. 001 Courtlandt School","PK in K-12 Schools","2014-15","Gender","Female",3440,"405","3035","88.2","21","10","47.6",0
"334","07X001","P.S. 001 Courtlandt School","PK in K-12 Schools","2014-15","Gender","Male",2636,"373","2263","85.8","17","11","64.7",0
"335","07X001","P.S. 001 Courtlandt School","PK in K-12 Schools","2015-16","Gender","Female",3434,"422","3012","87.7","20","11","55.0",0
"336","07X001","P.S. 001 Courtlandt School","PK in K-12 Schools","2015-16","Gender","Male",2650,"334","2316","87.4","16","12","75.0",0
"337","07X001","P.S. 001 Courtlandt School","PK in K-12 Schools","2016-17","Gender","Female",2727,"359","2368","86.8","16","9","56.3",0
"338","07X001","P.S. 001 Courtlandt School","PK in K-12 Schools","2016-17","Gender","Male",3450,"275","3175","92.0","21","8","38.1",0
"339","07X001","P.S. 001 Courtlandt School","PK in K-12 Schools","2017-18","Gender","Female",5349,"s","s","s","s","s","s",0
"340","07X001","P.S. 001 Courtlandt School","PK in K-12 Schools","2017-18","Gender","Male",6067,"s","s","s","s","s","s",0
"341","07X001","P.S. 001 Courtlandt School","PK in K-12 Schools","2018-19","Gender","Female",7310,"964","6346","86.8","44","26","59.1",0
"342","07X001","P.S. 001 Courtlandt School","PK in K-12 Schools","2018-19","Gender","Male",9251,"1481","7770","84.0","57","37","64.9",0
"343","07X001","P.S. 001 Courtlandt School","0K","2013-14","Gender","Female",9535,"1177","8358","87.7","59","31","52.5",0
"344","07X001","P.S. 001 Courtlandt School","0K","2013-14","Gender","Male",9222,"1003","8219","89.1","57","27","47.4",0
"345","07X001","P.S. 001 Courtlandt School","0K","2014-15","Gender","Female",9172,"1056","8116","88.5","56","24","42.9",0
"346","07X001","P.S. 001 Courtlandt School","0K","2014-15","Gender","Male",10988,"1455","9533","86.8","66","39","59.1",0
"347","07X001","P.S. 001 Courtlandt School","0K","2015-16","Gender","Female",8733,"990","7743","88.7","52","28","53.8",0
"348","07X001","P.S. 001 Courtlandt School","0K","2015-16","Gender","Male",10960,"1272","9688","88.4","66","28","42.4",0
"349","07X001","P.S. 001 Courtlandt School","0K","2016-17","Gender","Female",8210,"928","7282","88.7","51","25","49.0",0
"350","07X001","P.S. 001 Courtlandt School","0K","2016-17","Gender","Male",8956,"1175","7781","86.9","58","30","51.7",0
"351","07X001","P.S. 001 Courtlandt School","0K","2017-18","Gender","Female",7291,"903","6388","87.6","47","26","55.3",0
"352","07X001","P.S. 001 Courtlandt School","0K","2017-18","Gender","Male",10587,"1335","9252","87.4","65","36","55.4",0
"353","07X001","P.S. 001 Courtlandt School","0K","2018-19","Gender","Female",7874,"921","6953","88.3","48","24","50.0",0
"354","07X001","P.S. 001 Courtlandt School","0K","2018-19","Gender","Male",7658,"911","6747","88.1","46","24","52.2",0
"355","07X001","P.S. 001 Courtlandt School","1","2013-14","Gender","Female",10789,"917","9872","91.5","64","22","34.4",0
"356","07X001","P.S. 001 Courtlandt School","1","2013-14","Gender","Male",10398,"978","9420","90.6","61","24","39.3",0
"357","07X001","P.S. 001 Courtlandt School","1","2014-15","Gender","Female",11534,"1229","10305","89.3","69","28","40.6",0
"358","07X001","P.S. 001 Courtlandt School","1","2014-15","Gender","Male",9206,"990","8216","89.2","55","23","41.8",0
"359","07X001","P.S. 001 Courtlandt School","1","2015-16","Gender","Female",9096,"830","8266","90.9","55","17","30.9",0
"360","07X001","P.S. 001 Courtlandt School","1","2015-16","Gender","Male",9845,"1063","8782","89.2","59","30","50.8",0
"361","07X001","P.S. 001 Courtlandt School","1","2016-17","Gender","Female",8817,"825","7992","90.6","52","20","38.5",0
"362","07X001","P.S. 001 Courtlandt School","1","2016-17","Gender","Male",10180,"1213","8967","88.1","62","25","40.3",0
"363","07X001","P.S. 001 Courtlandt School","1","2017-18","Gender","Female",9008,"985","8023","89.1","54","24","44.4",0
"364","07X001","P.S. 001 Courtlandt School","1","2017-18","Gender","Male",9739,"1067","8672","89.0","57","27","47.4",0
"365","07X001","P.S. 001 Courtlandt School","1","2018-19","Gender","Female",8259,"855","7404","89.6","49","24","49.0",0
"366","07X001","P.S. 001 Courtlandt School","1","2018-19","Gender","Male",8818,"848","7970","90.4","55","23","41.8",0
"367","07X001","P.S. 001 Courtlandt School","2","2013-14","Gender","Female",10042,"740","9302","92.6","57","12","21.1",0
"368","07X001","P.S. 001 Courtlandt School","2","2013-14","Gender","Male",11805,"955","10850","91.9","68","19","27.9",0
"369","07X001","P.S. 001 Courtlandt School","2","2014-15","Gender","Female",10078,"779","9299","92.3","56","16","28.6",0
"370","07X001","P.S. 001 Courtlandt School","2","2014-15","Gender","Male",9953,"878","9075","91.2","60","23","38.3",0
"371","07X001","P.S. 001 Courtlandt School","2","2015-16","Gender","Female",10408,"860","9548","91.7","61","19","31.1",0
"372","07X001","P.S. 001 Courtlandt School","2","2015-16","Gender","Male",8600,"827","7773","90.4","52","23","44.2",0
"373","07X001","P.S. 001 Courtlandt School","2","2016-17","Gender","Female",8500,"712","7788","91.6","51","14","27.5",0
"374","07X001","P.S. 001 Courtlandt School","2","2016-17","Gender","Male",7444,"648","6796","91.3","45","16","35.6",0
"375","07X001","P.S. 001 Courtlandt School","2","2017-18","Gender","Female",8115,"760","7355","90.6","49","16","32.7",0
"376","07X001","P.S. 001 Courtlandt School","2","2017-18","Gender","Male",9203,"1198","8005","87.0","53","29","54.7",0
"377","07X001","P.S. 001 Courtlandt School","2","2018-19","Gender","Female",7875,"727","7148","90.8","46","17","37.0",0
"378","07X001","P.S. 001 Courtlandt School","2","2018-19","Gender","Male",8082,"771","7311","90.5","49","19","38.8",0
"379","07X001","P.S. 001 Courtlandt School","3","2013-14","Gender","Female",9794,"604","9190","93.8","57","12","21.1",0
"380","07X001","P.S. 001 Courtlandt School","3","2013-14","Gender","Male",10362,"767","9595","92.6","60","16","26.7",0
"381","07X001","P.S. 001 Courtlandt School","3","2014-15","Gender","Female",9572,"586","8986","93.9","55","14","25.5",0
"382","07X001","P.S. 001 Courtlandt School","3","2014-15","Gender","Male",11466,"911","10555","92.1","67","19","28.4",0
"383","07X001","P.S. 001 Courtlandt School","3","2015-16","Gender","Female",8294,"596","7698","92.8","48","14","29.2",0
"384","07X001","P.S. 001 Courtlandt School","3","2015-16","Gender","Male",9516,"715","8801","92.5","55","17","30.9",0
"385","07X001","P.S. 001 Courtlandt School","3","2016-17","Gender","Female",9407,"711","8696","92.4","58","14","24.1",0
"386","07X001","P.S. 001 Courtlandt School","3","2016-17","Gender","Male",7828,"814","7014","89.6","47","19","40.4",0
"387","07X001","P.S. 001 Courtlandt School","3","2017-18","Gender","Female",9064,"834","8230","90.8","55","21","38.2",0
"388","07X001","P.S. 001 Courtlandt School","3","2017-18","Gender","Male",8113,"817","7296","89.9","47","18","38.3",0
"389","07X001","P.S. 001 Courtlandt School","3","2018-19","Gender","Female",8665,"714","7951","91.8","54","14","25.9",0
"390","07X001","P.S. 001 Courtlandt School","3","2018-19","Gender","Male",8597,"954","7643","88.9","51","23","45.1",0
"391","07X001","P.S. 001 Courtlandt School","4","2013-14","Gender","Female",9186,"s","s","s","s","s","s",0
"392","07X001","P.S. 001 Courtlandt School","4","2013-14","Gender","Male",10150,"604","9546","94.0","60","s","s",0
