"","DBN","School Name","Grade","Year","Demographic Category","Demographic Variable","# Total Days","# Days Absent","# Days Present","% Attendance","# Contributing 20+ Total Days","# Chronically Absent","% Chronically Absent","district_75"
"393","07X001","P.S. 001 Courtlandt School","4","2014-15","Gender","Female",10603,"659","9944","93.8","59","12","20.3",0
"394","07X001","P.S. 001 Courtlandt School","4","2014-15","Gender","Male",10421,"753","9668","92.8","59","14","23.7",0
"395","07X001","P.S. 001 Courtlandt School","4","2015-16","Gender","Female",9398,"529","8869","94.4","55","9","16.4",0
"396","07X001","P.S. 001 Courtlandt School","4","2015-16","Gender","Male",9400,"712","8688","92.4","56","16","28.6",0
"397","07X001","P.S. 001 Courtlandt School","4","2016-17","Gender","Female",8134,"549","7585","93.3","48","9","18.8",0
"398","07X001","P.S. 001 Courtlandt School","4","2016-17","Gender","Male",9285,"711","8574","92.3","59","17","28.8",0
"399","07X001","P.S. 001 Courtlandt School","4","2017-18","Gender","Female",10461,"855","9606","91.8","61","20","32.8",0
"400","07X001","P.S. 001 Courtlandt School","4","2017-18","Gender","Male",7448,"812","6636","89.1","46","18","39.1",0
"401","07X001","P.S. 001 Courtlandt School","4","2018-19","Gender","Female",9136,"873","8263","90.4","54","24","44.4",0
"402","07X001","P.S. 001 Courtlandt School","4","2018-19","Gender","Male",8875,"723","8152","91.9","55","18","32.7",0
"403","07X001","P.S. 001 Courtlandt School","5","2013-14","Gender","Female",9306,"619","8687","93.3","54","12","22.2",0
"404","07X001","P.S. 001 Courtlandt School","5","2013-14","Gender","Male",8912,"524","8388","94.1","52","10","19.2",0
"405","07X001","P.S. 001 Courtlandt School","5","2014-15","Gender","Female",8687,"430","8257","95.1","49","8","16.3",0
"406","07X001","P.S. 001 Courtlandt School","5","2014-15","Gender","Male",10195,"536","9659","94.7","57","12","21.1",0
"407","07X001","P.S. 001 Courtlandt School","5","2015-16","Gender","Female",10446,"639","9807","93.9","62","16","25.8",0
"408","07X001","P.S. 001 Courtlandt School","5","2015-16","Gender","Male",10303,"715","9588","93.1","59","17","28.8",0
"409","07X001","P.S. 001 Courtlandt School","5","2016-17","Gender","Female",8630,"541","8089","93.7","51","10","19.6",0
"410","07X001","P.S. 001 Courtlandt School","5","2016-17","Gender","Male",8819,"834","7985","90.5","52","22","42.3",0
"411","07X001","P.S. 001 Courtlandt School","5","2017-18","Gender","Female",8199,"604","7595","92.6","48","12","25.0",0
"412","07X001","P.S. 001 Courtlandt School","5","2017-18","Gender","Male",9147,"704","8443","92.3","54","16","29.6",0
"413","07X001","P.S. 001 Courtlandt School","5","2018-19","Gender","Female",8839,"744","8095","91.6","53","17","32.1",0
"414","07X001","P.S. 001 Courtlandt School","5","2018-19","Gender","Male",7359,"746","6613","89.9","46","20","43.5",0
"415","07X001","P.S. 001 Courtlandt School","6","2017-18","Gender","Female",169,"s","s","s","s","s","s",0
"416","07X001","P.S. 001 Courtlandt School","6","2017-18","Gender","Male",169,"s","s","s","s","s","s",0
"417","07X001","P.S. 001 Courtlandt School","7","2013-14","Gender","Male",31,"s","s","s","s","s","s",0
"418","07X001","P.S. 001 Courtlandt School","All Grades","2013-14","Poverty","Not Poverty",1014,"70","944","93.1","6","1","16.7",0
"419","07X001","P.S. 001 Courtlandt School","All Grades","2013-14","Poverty","Poverty",124328,"10447","113881","91.6","734","235","32.0",0
"420","07X001","P.S. 001 Courtlandt School","All Grades","2014-15","Poverty","Not Poverty",2484,"199","2285","92.0","14","4","28.6",0
"421","07X001","P.S. 001 Courtlandt School","All Grades","2014-15","Poverty","Poverty",125467,"10841","114626","91.4","732","249","34.0",0
"422","07X001","P.S. 001 Courtlandt School","All Grades","2015-16","Poverty","Not Poverty",1117,"100","1017","91.0","7","3","42.9",0
"423","07X001","P.S. 001 Courtlandt School","All Grades","2015-16","Poverty","Poverty",119966,"10404","109562","91.3","709","254","35.8",0
"424","07X001","P.S. 001 Courtlandt School","All Grades","2016-17","Poverty","Not Poverty",1186,"109","1077","90.8","7","3","42.9",0
"425","07X001","P.S. 001 Courtlandt School","All Grades","2016-17","Poverty","Poverty",109201,"10186","99015","90.7","664","235","35.4",0
"426","07X001","P.S. 001 Courtlandt School","All Grades","2017-18","Poverty","Not Poverty",1831,"143","1688","92.2","11","3","27.3",0
"427","07X001","P.S. 001 Courtlandt School","All Grades","2017-18","Poverty","Poverty",116298,"12225","104073","89.5","699","299","42.8",0
"428","07X001","P.S. 001 Courtlandt School","All Grades","2018-19","Poverty","Not Poverty",4440,"413","4027","90.7","26","9","34.6",0
"429","07X001","P.S. 001 Courtlandt School","All Grades","2018-19","Poverty","Poverty",112158,"11819","100339","89.5","681","301","44.2",0
"430","07X001","P.S. 001 Courtlandt School","PK in K-12 Schools","2013-14","Poverty","Poverty",5810,"s","s","s","s","s","s",0
"431","07X001","P.S. 001 Courtlandt School","PK in K-12 Schools","2014-15","Poverty","Not Poverty",181,"s","s","s","s","s","s",0
"432","07X001","P.S. 001 Courtlandt School","PK in K-12 Schools","2014-15","Poverty","Poverty",5895,"s","s","s","s","s","s",0
"433","07X001","P.S. 001 Courtlandt School","PK in K-12 Schools","2015-16","Poverty","Not Poverty",176,"s","s","s","s","s","s",0
"434","07X001","P.S. 001 Courtlandt School","PK in K-12 Schools","2015-16","Poverty","Poverty",5908,"s","s","s","s","s","s",0
"435","07X001","P.S. 001 Courtlandt School","PK in K-12 Schools","2016-17","Poverty","Poverty",6177,"634","5543","89.7","37","17","45.9",0
"436","07X001","P.S. 001 Courtlandt School","PK in K-12 Schools","2017-18","Poverty","Not Poverty",405,"s","s","s","s","s","s",0
"437","07X001","P.S. 001 Courtlandt School","PK in K-12 Schools","2017-18","Poverty","Poverty",11011,"s","s","s","s","s","s",0
"438","07X001","P.S. 001 Courtlandt School","PK in K-12 Schools","2018-19","Poverty","Not Poverty",1237,"155","1082","87.5","7","3","42.9",0
"439","07X001","P.S. 001 Courtlandt School","PK in K-12 Schools","2018-19","Poverty","Poverty",15324,"2290","13034","85.1","94","60","63.8",0
"440","07X001","P.S. 001 Courtlandt School","0K","2013-14","Poverty","Not Poverty",356,"s","s","s","s","s","s",0
"441","07X001","P.S. 001 Courtlandt School","0K","2013-14","Poverty","Poverty",18401,"s","s","s","s","s","s",0
"442","07X001","P.S. 001 Courtlandt School","0K","2014-15","Poverty","Not Poverty",181,"s","s","s","s","s","s",0
"443","07X001","P.S. 001 Courtlandt School","0K","2014-15","Poverty","Poverty",19979,"s","s","s","s","s","s",0
"444","07X001","P.S. 001 Courtlandt School","0K","2015-16","Poverty","Not Poverty",180,"s","s","s","s","s","s",0
"445","07X001","P.S. 001 Courtlandt School","0K","2015-16","Poverty","Poverty",19513,"s","s","s","s","s","s",0
"446","07X001","P.S. 001 Courtlandt School","0K","2016-17","Poverty","Not Poverty",176,"s","s","s","s","s","s",0
"447","07X001","P.S. 001 Courtlandt School","0K","2016-17","Poverty","Poverty",16990,"s","s","s","s","s","s",0
"448","07X001","P.S. 001 Courtlandt School","0K","2017-18","Poverty","Not Poverty",178,"s","s","s","s","s","s",0
"449","07X001","P.S. 001 Courtlandt School","0K","2017-18","Poverty","Poverty",17700,"s","s","s","s","s","s",0
"450","07X001","P.S. 001 Courtlandt School","0K","2018-19","Poverty","Not Poverty",356,"s","s","s","s","s","s",0
"451","07X001","P.S. 001 Courtlandt School","0K","2018-19","Poverty","Poverty",15176,"s","s","s","s","s","s",0
"452","07X001","P.S. 001 Courtlandt School","1","2013-14","Poverty","Not Poverty",180,"s","s","s","s","s","s",0
"453","07X001","P.S. 001 Courtlandt School","1","2013-14","Poverty","Poverty",21007,"s","s","s","s","s","s",0
"454","07X001","P.S. 001 Courtlandt School","1","2014-15","Poverty","Not Poverty",848,"s","s","s","s","s","s",0
"455","07X001","P.S. 001 Courtlandt School","1","2014-15","Poverty","Poverty",19892,"s","s","s","s","s","s",0
"456","07X001","P.S. 001 Courtlandt School","1","2015-16","Poverty","Not Poverty",227,"s","s","s","s","s","s",0
"457","07X001","P.S. 001 Courtlandt School","1","2015-16","Poverty","Poverty",18714,"s","s","s","s","s","s",0
"458","07X001","P.S. 001 Courtlandt School","1","2016-17","Poverty","Not Poverty",176,"s","s","s","s","s","s",0
"459","07X001","P.S. 001 Courtlandt School","1","2016-17","Poverty","Poverty",18821,"s","s","s","s","s","s",0
"460","07X001","P.S. 001 Courtlandt School","1","2017-18","Poverty","Poverty",18747,"2052","16695","89.1","111","51","45.9",0
"461","07X001","P.S. 001 Courtlandt School","1","2018-19","Poverty","Not Poverty",178,"s","s","s","s","s","s",0
"462","07X001","P.S. 001 Courtlandt School","1","2018-19","Poverty","Poverty",16899,"s","s","s","s","s","s",0
"463","07X001","P.S. 001 Courtlandt School","2","2013-14","Poverty","Not Poverty",147,"s","s","s","s","s","s",0
"464","07X001","P.S. 001 Courtlandt School","2","2013-14","Poverty","Poverty",21700,"s","s","s","s","s","s",0
"465","07X001","P.S. 001 Courtlandt School","2","2014-15","Poverty","Not Poverty",364,"s","s","s","s","s","s",0
"466","07X001","P.S. 001 Courtlandt School","2","2014-15","Poverty","Poverty",19667,"s","s","s","s","s","s",0
"467","07X001","P.S. 001 Courtlandt School","2","2015-16","Poverty","Not Poverty",356,"s","s","s","s","s","s",0
"468","07X001","P.S. 001 Courtlandt School","2","2015-16","Poverty","Poverty",18652,"s","s","s","s","s","s",0
"469","07X001","P.S. 001 Courtlandt School","2","2016-17","Poverty","Not Poverty",177,"s","s","s","s","s","s",0
"470","07X001","P.S. 001 Courtlandt School","2","2016-17","Poverty","Poverty",15767,"s","s","s","s","s","s",0
"471","07X001","P.S. 001 Courtlandt School","2","2017-18","Poverty","Not Poverty",343,"s","s","s","s","s","s",0
"472","07X001","P.S. 001 Courtlandt School","2","2017-18","Poverty","Poverty",16975,"s","s","s","s","s","s",0
"473","07X001","P.S. 001 Courtlandt School","2","2018-19","Poverty","Not Poverty",410,"s","s","s","s","s","s",0
"474","07X001","P.S. 001 Courtlandt School","2","2018-19","Poverty","Poverty",15547,"s","s","s","s","s","s",0
"475","07X001","P.S. 001 Courtlandt School","3","2013-14","Poverty","Poverty",20156,"1371","18785","93.2","117","28","23.9",0
"476","07X001","P.S. 001 Courtlandt School","3","2014-15","Poverty","Not Poverty",182,"s","s","s","s","s","s",0
"477","07X001","P.S. 001 Courtlandt School","3","2014-15","Poverty","Poverty",20856,"s","s","s","s","s","s",0
"478","07X001","P.S. 001 Courtlandt School","3","2015-16","Poverty","Poverty",17810,"1311","16499","92.6","103","31","30.1",0
"479","07X001","P.S. 001 Courtlandt School","3","2016-17","Poverty","Not Poverty",352,"s","s","s","s","s","s",0
"480","07X001","P.S. 001 Courtlandt School","3","2016-17","Poverty","Poverty",16883,"s","s","s","s","s","s",0
"481","07X001","P.S. 001 Courtlandt School","3","2017-18","Poverty","Not Poverty",356,"s","s","s","s","s","s",0
"482","07X001","P.S. 001 Courtlandt School","3","2017-18","Poverty","Poverty",16821,"s","s","s","s","s","s",0
"483","07X001","P.S. 001 Courtlandt School","3","2018-19","Poverty","Not Poverty",657,"s","s","s","s","s","s",0
"484","07X001","P.S. 001 Courtlandt School","3","2018-19","Poverty","Poverty",16605,"s","s","s","s","s","s",0
"485","07X001","P.S. 001 Courtlandt School","4","2013-14","Poverty","Poverty",19336,"1136","18200","94.1","113","22","19.5",0
"486","07X001","P.S. 001 Courtlandt School","4","2014-15","Poverty","Not Poverty",364,"s","s","s","s","s","s",0
"487","07X001","P.S. 001 Courtlandt School","4","2014-15","Poverty","Poverty",20660,"s","s","s","s","s","s",0
"488","07X001","P.S. 001 Courtlandt School","4","2015-16","Poverty","Poverty",18798,"1241","17557","93.4","111","25","22.5",0
"489","07X001","P.S. 001 Courtlandt School","4","2016-17","Poverty","Not Poverty",176,"s","s","s","s","s","s",0
"490","07X001","P.S. 001 Courtlandt School","4","2016-17","Poverty","Poverty",17243,"s","s","s","s","s","s",0
"491","07X001","P.S. 001 Courtlandt School","4","2017-18","Poverty","Not Poverty",193,"s","s","s","s","s","s",0
"492","07X001","P.S. 001 Courtlandt School","4","2017-18","Poverty","Poverty",17716,"s","s","s","s","s","s",0
"493","07X001","P.S. 001 Courtlandt School","4","2018-19","Poverty","Not Poverty",890,"s","s","s","s","s","s",0
"494","07X001","P.S. 001 Courtlandt School","4","2018-19","Poverty","Poverty",17121,"s","s","s","s","s","s",0
"495","07X001","P.S. 001 Courtlandt School","5","2013-14","Poverty","Not Poverty",331,"s","s","s","s","s","s",0
"496","07X001","P.S. 001 Courtlandt School","5","2013-14","Poverty","Poverty",17887,"s","s","s","s","s","s",0
"497","07X001","P.S. 001 Courtlandt School","5","2014-15","Poverty","Not Poverty",364,"s","s","s","s","s","s",0
"498","07X001","P.S. 001 Courtlandt School","5","2014-15","Poverty","Poverty",18518,"s","s","s","s","s","s",0
"499","07X001","P.S. 001 Courtlandt School","5","2015-16","Poverty","Not Poverty",178,"s","s","s","s","s","s",0
"500","07X001","P.S. 001 Courtlandt School","5","2015-16","Poverty","Poverty",20571,"s","s","s","s","s","s",0
"501","07X001","P.S. 001 Courtlandt School","5","2016-17","Poverty","Not Poverty",129,"s","s","s","s","s","s",0
"502","07X001","P.S. 001 Courtlandt School","5","2016-17","Poverty","Poverty",17320,"s","s","s","s","s","s",0
"503","07X001","P.S. 001 Courtlandt School","5","2017-18","Poverty","Not Poverty",356,"s","s","s","s","s","s",0
"504","07X001","P.S. 001 Courtlandt School","5","2017-18","Poverty","Poverty",16990,"s","s","s","s","s","s",0
"505","07X001","P.S. 001 Courtlandt School","5","2018-19","Poverty","Not Poverty",712,"s","s","s","s","s","s",0
"506","07X001","P.S. 001 Courtlandt School","5","2018-19","Poverty","Poverty",15486,"s","s","s","s","s","s",0
"507","07X001","P.S. 001 Courtlandt School","6","2017-18","Poverty","Poverty",338,"s","s","s","s","s","s",0
"508","07X001","P.S. 001 Courtlandt School","7","2013-14","Poverty","Poverty",31,"s","s","s","s","s","s",0
"509","07X001","P.S. 001 Courtlandt School","All Grades","2013-14","ELL Status","ELL",31727,"2197","29530","93.1","190","45","23.7",0
"510","07X001","P.S. 001 Courtlandt School","All Grades","2013-14","ELL Status","Not ELL",87805,"7254","80551","91.7","513","163","31.8",0
"511","07X001","P.S. 001 Courtlandt School","All Grades","2014-15","ELL Status","ELL",29933,"1940","27993","93.5","181","42","23.2",0
"512","07X001","P.S. 001 Courtlandt School","All Grades","2014-15","ELL Status","Not ELL",91942,"8322","83620","90.9","527","190","36.1",0
"513","07X001","P.S. 001 Courtlandt School","All Grades","2015-16","ELL Status","ELL",31172,"2104","29068","93.3","186","50","26.9",0
"514","07X001","P.S. 001 Courtlandt School","All Grades","2015-16","ELL Status","Not ELL",83827,"7644","76183","90.9","494","184","37.2",0
"515","07X001","P.S. 001 Courtlandt School","All Grades","2016-17","ELL Status","ELL",31524,"2263","29261","92.8","198","47","23.7",0
"516","07X001","P.S. 001 Courtlandt School","All Grades","2016-17","ELL Status","Not ELL",72686,"7398","65288","89.8","436","174","39.9",0
"517","07X001","P.S. 001 Courtlandt School","All Grades","2017-18","ELL Status","ELL",33323,"2801","30522","91.6","202","64","31.7",0
"518","07X001","P.S. 001 Courtlandt School","All Grades","2017-18","ELL Status","Not ELL",73390,"8087","65303","89.0","436","199","45.6",0
"519","07X001","P.S. 001 Courtlandt School","All Grades","2018-19","ELL Status","ELL",28263,"2181","26082","92.3","171","47","27.5",0
"520","07X001","P.S. 001 Courtlandt School","All Grades","2018-19","ELL Status","Not ELL",71774,"7606","64168","89.4","435","200","46.0",0
"521","07X001","P.S. 001 Courtlandt School","0K","2013-14","ELL Status","ELL",5203,"s","s","s","s","s","s",0
"522","07X001","P.S. 001 Courtlandt School","0K","2013-14","ELL Status","Not ELL",13554,"s","s","s","s","s","s",0
"523","07X001","P.S. 001 Courtlandt School","0K","2014-15","ELL Status","ELL",5284,"478","4806","91.0","33","11","33.3",0
"524","07X001","P.S. 001 Courtlandt School","0K","2014-15","ELL Status","Not ELL",14876,"2033","12843","86.3","89","52","58.4",0
"525","07X001","P.S. 001 Courtlandt School","0K","2015-16","ELL Status","ELL",5107,"458","4649","91.0","30","12","40.0",0
"526","07X001","P.S. 001 Courtlandt School","0K","2015-16","ELL Status","Not ELL",14586,"1804","12782","87.6","88","44","50.0",0
"527","07X001","P.S. 001 Courtlandt School","0K","2016-17","ELL Status","ELL",5583,"442","5141","92.1","36","13","36.1",0
"528","07X001","P.S. 001 Courtlandt School","0K","2016-17","ELL Status","Not ELL",11583,"1661","9922","85.7","73","42","57.5",0
"529","07X001","P.S. 001 Courtlandt School","0K","2017-18","ELL Status","ELL",4954,"592","4362","88.1","32","17","53.1",0
"530","07X001","P.S. 001 Courtlandt School","0K","2017-18","ELL Status","Not ELL",12924,"1646","11278","87.3","80","45","56.3",0
"531","07X001","P.S. 001 Courtlandt School","0K","2018-19","ELL Status","ELL",4532,"590","3942","87.0","27","12","44.4",0
"532","07X001","P.S. 001 Courtlandt School","0K","2018-19","ELL Status","Not ELL",11000,"1242","9758","88.7","67","36","53.7",0
"533","07X001","P.S. 001 Courtlandt School","1","2013-14","ELL Status","ELL",7429,"539","6890","92.7","44","12","27.3",0
"534","07X001","P.S. 001 Courtlandt School","1","2013-14","ELL Status","Not ELL",13758,"1356","12402","90.1","81","34","42.0",0
"535","07X001","P.S. 001 Courtlandt School","1","2014-15","ELL Status","ELL",6747,"497","6250","92.6","41","9","22.0",0
"536","07X001","P.S. 001 Courtlandt School","1","2014-15","ELL Status","Not ELL",13993,"1722","12271","87.7","83","42","50.6",0
"537","07X001","P.S. 001 Courtlandt School","1","2015-16","ELL Status","ELL",5954,"372","5582","93.8","36","10","27.8",0
"538","07X001","P.S. 001 Courtlandt School","1","2015-16","ELL Status","Not ELL",12987,"1521","11466","88.3","78","37","47.4",0
"539","07X001","P.S. 001 Courtlandt School","1","2016-17","ELL Status","ELL",5006,"391","4615","92.2","30","7","23.3",0
"540","07X001","P.S. 001 Courtlandt School","1","2016-17","ELL Status","Not ELL",13991,"1647","12344","88.2","84","38","45.2",0
"541","07X001","P.S. 001 Courtlandt School","1","2017-18","ELL Status","ELL",5927,"417","5510","93.0","35","9","25.7",0
"542","07X001","P.S. 001 Courtlandt School","1","2017-18","ELL Status","Not ELL",12820,"1635","11185","87.2","76","42","55.3",0
"543","07X001","P.S. 001 Courtlandt School","1","2018-19","ELL Status","ELL",4131,"326","3805","92.1","26","8","30.8",0
"544","07X001","P.S. 001 Courtlandt School","1","2018-19","ELL Status","Not ELL",12946,"1377","11569","89.4","78","39","50.0",0
"545","07X001","P.S. 001 Courtlandt School","2","2013-14","ELL Status","ELL",7319,"466","6853","93.6","41","8","19.5",0
"546","07X001","P.S. 001 Courtlandt School","2","2013-14","ELL Status","Not ELL",14528,"1229","13299","91.5","84","23","27.4",0
"547","07X001","P.S. 001 Courtlandt School","2","2014-15","ELL Status","ELL",6031,"400","5631","93.4","35","8","22.9",0
"548","07X001","P.S. 001 Courtlandt School","2","2014-15","ELL Status","Not ELL",14000,"1257","12743","91.0","81","31","38.3",0
"549","07X001","P.S. 001 Courtlandt School","2","2015-16","ELL Status","ELL",6269,"429","5840","93.2","38","9","23.7",0
"550","07X001","P.S. 001 Courtlandt School","2","2015-16","ELL Status","Not ELL",12739,"1258","11481","90.1","75","33","44.0",0
"551","07X001","P.S. 001 Courtlandt School","2","2016-17","ELL Status","ELL",5232,"290","4942","94.5","31","5","16.1",0
"552","07X001","P.S. 001 Courtlandt School","2","2016-17","ELL Status","Not ELL",10712,"1070","9642","90.0","65","25","38.5",0
"553","07X001","P.S. 001 Courtlandt School","2","2017-18","ELL Status","ELL",4904,"s","s","s","s","s","s",0
"554","07X001","P.S. 001 Courtlandt School","2","2017-18","ELL Status","Not ELL",12414,"s","s","s","s","s","s",0
"555","07X001","P.S. 001 Courtlandt School","2","2018-19","ELL Status","ELL",5247,"322","4925","93.9","31","5","16.1",0
"556","07X001","P.S. 001 Courtlandt School","2","2018-19","ELL Status","Not ELL",10710,"1176","9534","89.0","64","31","48.4",0
"557","07X001","P.S. 001 Courtlandt School","3","2013-14","ELL Status","ELL",4009,"279","3730","93.0","25","5","20.0",0
"558","07X001","P.S. 001 Courtlandt School","3","2013-14","ELL Status","Not ELL",16147,"1092","15055","93.2","92","23","25.0",0
"559","07X001","P.S. 001 Courtlandt School","3","2014-15","ELL Status","ELL",4769,"209","4560","95.6","29","5","17.2",0
"560","07X001","P.S. 001 Courtlandt School","3","2014-15","ELL Status","Not ELL",16269,"1288","14981","92.1","93","28","30.1",0
"561","07X001","P.S. 001 Courtlandt School","3","2015-16","ELL Status","ELL",4878,"327","4551","93.3","28","6","21.4",0
"562","07X001","P.S. 001 Courtlandt School","3","2015-16","ELL Status","Not ELL",12932,"984","11948","92.4","75","25","33.3",0
"563","07X001","P.S. 001 Courtlandt School","3","2016-17","ELL Status","ELL",6378,"516","5862","91.9","42","8","19.0",0
"564","07X001","P.S. 001 Courtlandt School","3","2016-17","ELL Status","Not ELL",10857,"1009","9848","90.7","63","25","39.7",0
"565","07X001","P.S. 001 Courtlandt School","3","2017-18","ELL Status","ELL",5453,"314","5139","94.2","33","5","15.2",0
"566","07X001","P.S. 001 Courtlandt School","3","2017-18","ELL Status","Not ELL",11724,"1337","10387","88.6","69","34","49.3",0
"567","07X001","P.S. 001 Courtlandt School","3","2018-19","ELL Status","ELL",4539,"291","4248","93.6","27","8","29.6",0
"568","07X001","P.S. 001 Courtlandt School","3","2018-19","ELL Status","Not ELL",12723,"1377","11346","89.2","78","29","37.2",0
"569","07X001","P.S. 001 Courtlandt School","4","2013-14","ELL Status","ELL",3723,"s","s","s","s","s","s",0
"570","07X001","P.S. 001 Courtlandt School","4","2013-14","ELL Status","Not ELL",15613,"985","14628","93.7","91","s","s",0
"571","07X001","P.S. 001 Courtlandt School","4","2014-15","ELL Status","ELL",4362,"222","4140","94.9","26","6","23.1",0
"572","07X001","P.S. 001 Courtlandt School","4","2014-15","ELL Status","Not ELL",16662,"1190","15472","92.9","92","20","21.7",0
"573","07X001","P.S. 001 Courtlandt School","4","2015-16","ELL Status","ELL",4516,"248","4268","94.5","28","5","17.9",0
"574","07X001","P.S. 001 Courtlandt School","4","2015-16","ELL Status","Not ELL",14282,"993","13289","93.0","83","20","24.1",0
"575","07X001","P.S. 001 Courtlandt School","4","2016-17","ELL Status","ELL",5041,"358","4683","92.9","33","8","24.2",0
"576","07X001","P.S. 001 Courtlandt School","4","2016-17","ELL Status","Not ELL",12378,"902","11476","92.7","74","18","24.3",0
"577","07X001","P.S. 001 Courtlandt School","4","2017-18","ELL Status","ELL",6727,"s","s","s","s","s","s",0
"578","07X001","P.S. 001 Courtlandt School","4","2017-18","ELL Status","Not ELL",11182,"s","s","s","s","s","s",0
"579","07X001","P.S. 001 Courtlandt School","4","2018-19","ELL Status","ELL",5059,"308","4751","93.9","31","7","22.6",0
"580","07X001","P.S. 001 Courtlandt School","4","2018-19","ELL Status","Not ELL",12952,"1288","11664","90.1","78","35","44.9",0
"581","07X001","P.S. 001 Courtlandt School","5","2013-14","ELL Status","ELL",4044,"196","3848","95.2","24","2","8.3",0
"582","07X001","P.S. 001 Courtlandt School","5","2013-14","ELL Status","Not ELL",14174,"947","13227","93.3","82","20","24.4",0
"583","07X001","P.S. 001 Courtlandt School","5","2014-15","ELL Status","ELL",2740,"134","2606","95.1","17","3","17.6",0
"584","07X001","P.S. 001 Courtlandt School","5","2014-15","ELL Status","Not ELL",16142,"832","15310","94.8","89","17","19.1",0
"585","07X001","P.S. 001 Courtlandt School","5","2015-16","ELL Status","ELL",4448,"270","4178","93.9","26","8","30.8",0
"586","07X001","P.S. 001 Courtlandt School","5","2015-16","ELL Status","Not ELL",16301,"1084","15217","93.4","95","25","26.3",0
"587","07X001","P.S. 001 Courtlandt School","5","2016-17","ELL Status","ELL",4284,"266","4018","93.8","26","6","23.1",0
"588","07X001","P.S. 001 Courtlandt School","5","2016-17","ELL Status","Not ELL",13165,"1109","12056","91.6","77","26","33.8",0
"589","07X001","P.S. 001 Courtlandt School","5","2017-18","ELL Status","ELL",5189,"384","4805","92.6","32","10","31.3",0
"590","07X001","P.S. 001 Courtlandt School","5","2017-18","ELL Status","Not ELL",12157,"924","11233","92.4","70","18","25.7",0
"591","07X001","P.S. 001 Courtlandt School","5","2018-19","ELL Status","ELL",4755,"344","4411","92.8","29","7","24.1",0
"592","07X001","P.S. 001 Courtlandt School","5","2018-19","ELL Status","Not ELL",11443,"1146","10297","90.0","70","30","42.9",0
"593","07X001","P.S. 001 Courtlandt School","6","2017-18","ELL Status","ELL",169,"s","s","s","s","s","s",0
"594","07X001","P.S. 001 Courtlandt School","6","2017-18","ELL Status","Not ELL",169,"s","s","s","s","s","s",0
"595","07X001","P.S. 001 Courtlandt School","7","2013-14","ELL Status","Not ELL",31,"s","s","s","s","s","s",0
